39490282	a young black man wearing no shirt and low-riding jeans is popping a wheelie on a bicycle while listening to music through an earbud .
6492500461	two female volleyball players on the court with the one in the front falling because she missed the ball .
2643601560	a woman walking through a parking lot with no shoes on .
4500680173	a young japanese man does not like his picture taken .
4953626913	two men sit together and a woman is not too far from them under a bridge as all three watch the water in front of them .
8008558496	roofer going to get the rest of his tools after realizing the chainsaw is n't the right tool for the job .
8137819284	a horse has fallen down on the green grass and the jockey riding on top is trying his hardest to not fall off .
371522748	the little boy in the blue t-shirt is smiling under the blue umbrella even though it is not raining .
3726730085	a man with no shirt holding a baby aloft .
4741726894	two enormous elephants standing on a platform not fenced in , with a lady sitting causally sitting on a bench , in front of them .
310277258	a young woman is not wearing clothes and is taking a picture of herself .
4817877393	a man in plaid pants and a vest is speaking into a microphone to a group of people , who do n't appear to be looking at him .
3051598721	a groom holding up his bride 's train to ensure that it does n't get wet on a rainy day .
3288912340	a kid sitting with no shirt or shoes on examining something he has found .
4654284177	people playing pool , one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot .
3706020467	a boy is sitting on a small boat with two flags flying from it not far from the coast with some trees in the background .
4621091937	the gentlemen wait not speaking to one another .
4814335297	a middle-aged man with a backpack playfully pretends to box with younger child who does not look phased .
1035019794	a girl hitting a softball but she missed the ball .
6921501861	a young oriental girl receives help on a science project from an adult , not completely seen in the image .
2656890977	the boy who is walking is wearing gray shorts and no shirt .
2251992614	a busy street of people and two men are wearing no shirts .
3697675767	a dirt bike racer jumping off a hill with another racer not far behind .
4691045262	a man with long gray hear and a mustache sits on the ground and has on no shoes .
4501260537	a woman in a yellow shirts walks through a park with her dog not far behind .
189740668	a man climbs up a cliff face with no safety equipment .
7148370683	a black or mixed-race man wearing a denim jacket and baseball cap is holding one arm in the air and with his other hand is holding a microphone to his mouth , but he is not saying anything at the moment the picture is taken .
236095031	a man is rock climbing without a shirt
2087764795	an older man , not white , is sitting at a table attempting to sell different varieties of soda and cigarettes , including pepsi , orange fanta , and marlboro .
543264612	a young boy with no shirt and white shorts .
3101796900	a lack dog and a brown and white dog run on a gravel surface with something red underfoot .
3733511876	two men without shirt are standing on a grassy area next to a boy with his bicycle .
3873835329	"a good-looking firefighter sets up "" do not cross "" tape in the city ."
6555213067	a bunch of kids in a classroom not doing any work .
7714755346	a young man with no shirt on is riding a bike .
7697342662	three men , one wearing a hat and two who are not , are kneeling on the ground digging in the dirt surrounding a cement platform .
2488783398	there is n't a lot of action just a guy at a hotdog stand on normal day .
3367204560	a baseball player reaches the base without being touched by the opposing player .
2797135460	child in the road have no clothes
264461048	a blond girl sits at a bar next to a few other men who are not paying attention to her and she is sad .
3867054856	a man with no shirt and purple pants crouches while tampering with a metallic object .
7988460137	a male with no hair is exercising with waits in a gym .
3876652419	three young boys are engaged in a game of do n't drop the melon .
517942470	a small to medium sized white short-haired dog is looking up at an owner not in the photo .
2082620071	two people are crossing the street , even though the sign says they should not be .
336411072	a barefooted man with no shirt on is playing a guitar .
4730353471	the colorful streets of a southeast asian city are lined with a few pedestrians , a few cyclists , but no automobiles .
4923472130	a man sits alone in front of a building , hanging his head so low it appears to not exist .
4091988669	a bike is flying in the air without a rider on a half pipe .
5321755236	an adult surrounded with nothing but sand leaping into the air .
3499433493	three human carriages that are not in service , two of them being used by barefoot men for shade on a hot day .
2957688236	us troops keeping calm in a no fly zone at one of the crucial points in tripoli , libya .
2592821012	three young people stand on a stage outside with guitars over their shoulders in front of a crowd , with one person in the crowd also holding a guitar , but many of the people in the crowd do n't seem to be too interested in what is happening on stage .
413588617	a man with no shirt jumps of a ledge into the water .
3473411697	a man without a shirt wearing black jogging shorts and a woman in a black t-shirt and red shorts jog together through a park .
7421074812	the men decided it would be a nice day to take the boat out for a ride and pose together because they do n't see each other often .
6321643151	a man with a disability who does n't have legs is walking with another man who is entered into a marathon .
402897160	a man is shoveling snow without a hat or gloves .
4471009222	a lady thinking that she should not have bought such a hideous purse .
4868905774	two kids are looking up , one has no shirt and the other has on a white shirt with a stool on his head .
199604929	eight young girls in a school gym are on mats , wearing gym clothes and practicing cheerleader moves while in the background are the backs of two more young girls , not on the mats , who are also practicing moves .
4265806100	two men not wearing any pants are sitting next to each other , both reading , on public transportation .
5893468050	a baseball player wearing a blue uniform with the letter 16 on it , is attempting to hit the base without the opposite team tagging him out .
2681215810	a man with no shirt on is holding a football .
2906054175	a man wearing no shirt begins to jump from a drum into a crowd of others .
4609961499	a boy is riding a bicycle with no hands near a group of people .
7259436202	an elderly gentleman displays that he still has n't lost his knowledge of how to operate , with just a couple of horses and an old plow , free of automation .
4502384999	i do n't see a picture i do n't see a picture i do n't see a picture i do n't see a picture
149882790	a man with medium length hair , wearing a red beanie and blue shorts with no shirt , on one knee at the beach , sculpting a sand castle with a trough .
39397486	a kid eating out of a plate without using his hands .
4752537082	man during sunny afternoon top of roof fixing light without shirt .
2540360421	a man without a shirt climbs a rock wall with help from a red rope .
4938776115	a man without a shirt , sitting on a chair on a riverbank , talking on a cellphone .
6858393129	a white guy in the middle of missing another layup .
2617242703	a man is welding without the proper safety equipment on .
62525206	two men on their laptops not talking to each other .
4713156011	dark-skinned individual having a failed high jump attempt .
3009520538	one older man in a game preserve is standing with ear protection on while a younger man not wearing ear protection holds a rifle .
